sequence,label
ddfefecBcceffcfeefdcfBddefffeeccdcccefcedeeedecedc,BB
ecffceefdAedefddfecdeAccccdfedffeccdcdecdfeeefcffe,AA
cfffdfBcefdeefceecdfdedAcfdfcedcdcddeeccfcfcecdeed,BA
dfcfdBfefcecddedfcfccccAdedeeeddfdedceccdddfcceded,BA
ccfccdcAceddcfcdceeeddccBfdcedccdfededdcefdfffccdf,AB
fdcfdcfdBeefdefedeecedfcAcccddccccdeecfddcfdeffdfc,BA
fcffdecBffccffddffffddcdeBffddceeffefeeecffdfddddf,BB
cdecddBffcddeceededeeAdcccdfdcddeecfcffdffddfefdcd,BA
fddeffeAcffdecefcdddedddfAeffdfeffddccfeefdceccfcf,AA
ccddffAfdedeffcefdcfeedfAeffeffddceeddececcfcefecd,AA
fdfedfBfcecfdeefdecedeBffcfddceeeeffffddedfdcecdef,BB
cfedcefeccAecdffcedffcfcBfcefdcffccefddffccfeccced,AB
fddcfefdeBcfedffeccecdefAfcefeefefecdcdddfdcdcedfc,BA
fedeefcedBcdfcdcffeeBcccfcdeccfdedfdfdccefdffcfece,BB
fdfeffccedBdedceffeecddeBedfcddcdedddfdfefddfdccdf,BB
fffefeAdcdffdfddcfeececAfdefecffdffddcedceffdfeece,AA
ccefecAefecdcefeecfdffBffcccceececfdffcddfffecfccc,AB
fdfeefcddeBffcefceddBfeeefdddedfdceecccfcefffefcee,BB
fecdceAfffefccfcfdceddfcdBcccedfeccdccffeedcffffdf,AB
cdfcfeefBedfeeecedccceAddcdffffcecfeceefeeedddfddf,BA
ccccdeffeBefcddceceeBdcdffffdfdffeeddccfefdedffdef,BB
cddcfdAdffdeffecceecdeBcffefefeeddddfeecceccffeedc,AB
dedeeefddBffeccffffcdddeAdfceeeffceceeecfcdfdfdcdf,BA
ccefdcAfceeedeefdeedddBcecedddffddecddfedddfdefdfc,AB
ededffeAdeefeccdecdcefefBddfcfecffceeddcfcfdfcfcde,AB
ecdddddAeefdcecfedfccefAccefffdddcffdeecdfcfcddeed,AA
ecfecddcfBeefcefffceecAdffcecccfdcefffdfcedefeffdf,BA
dfcdffcfBdddddeecfecddcAdfeefdddeffdfefedecceeffde,BA
dcdcdeeAcccdffffceefddfeBfefeedffefcedccdcdedeccdd,AB
cecceeedddBcdcffccddAeecededdddcefeffeddecdffefefe,BA
dcccddfeddBeffffdffedeBdffeeeffecceffedeccdccfcfde,BB
ccdfddfecfAdfeeecffccfefeAdcfdceedfeeeedcdcfddecce,AA
edceceeeddAfeddeedfeedBffedccfdecfdeffeeffedcdffff,AB
cdffdcfcfBefdcddecffBcecfeedddfdfccfeccefcfecedfef,BB
fdceeccfcBcefececccddBfdedffdcfedcefdedcdffedfceed,BB
cdfeeeddBcfceddfdecdefedAfceedfedffcdeccffdececcde,BA
dcfdeccffAdcddcfeddedfccBdefeceddfceeecddcffeecdcc,AB
cdfffecdcBdddfcdceecfBdfdccedeefccfeccfcffcfffffee,BB
dfdcfAedfffcfefdeceeeefAcccccccdfcddfccedffceeefec,AA
efcffAddedfcfccedcfceedeeAccfecfefecefeecdeddfefcf,AA
cdcedAcfdeeffeecfcecBedfdedfddeeffdcffcdfdedfeeeef,AB
edeefeeeffAdddddedfececefAcccdddfcfdccedccdddcdcff,AA
fdeddccfddAeefeddcdfccBffcefeddfeecffedfeccdddefed,AB
edeeffBececcdfcddcddAfceceeecfeeddededdfccdfdecddc,BA
fdfdcfAecfecfffffecefefcBfccdeffceedcecfefecdfcfef,AB
ecdfdBcfeccfffdfcfefcedddBcfdefedeecffeceedfcdccdd,BB
cdcecBedcedeeccdddccfdBfccfefefcdefddeecddffeccefd,BB
cdfdefeBffcededfdcdfcefeeAfdcecccddfedcfddffeeefdd,BA
ecdcceBcefdcceececedcddcAccdffdeccefdcfddfefdcfddc,BA
ccefdcdBecedcfeedeefcdfdAcfccdcfdfdffdedfdddefffce,BA
dcfeedfAecedfdefeffeAdccfdeedfdfcfffdffffcedceedee,AA
dfcdfcdeBfcffcfefddecedddBcddeedeedefcfccddccefdce,BB
fedeeddcfAeffddfedfcefedcBdcddeeddfcdfdffcdfeccedd,AB
efeceeeeBedecfdeddceefceAeedfffcdecfeeefddeedcdffd,BA
dddeeBdcddfceffcfcdfdAcedffceffddedfeddeccdedffcdd,BA
cdedcfddAccedfcddfddffdffAeccdfdcefedcefddddcffdec,AA
cedcceeAfcccefffdcffccefAcedceddeeecddedfdcdffdcce,AA
fddfcccdecBfcdddedefdcBfcfcfcdcfdcfdedcfdffdedcefd,BB
eefcdcfeceAdecfeceffeefdfBccedcdcfccedfefefdceddcc,AB
cffdecffcAcfdeefdfecefdAefdcdcffddecccdceeeeddeedf,AA
fcfccddcccAeeeceefcfcBfcedccdcfefcdfdefdeeddeccdce,AB
dfffcAdedcdddfdeceeddccffAdecfefdfededdfdddddfdedf,AA
cccdfcdcdcAffffedfedcAedeeeefdfcddedcefcdeccdecffd,AA
ffcdceeAdfcffffccfdccdBccccffecedceeeefdccceefcdfd,AB
dcfededBeffefedfcffcccBcececefeeecefccfcecdffcdffc,BB
efdeeedeBfffedefdeccBcfdeecfccdffecdccfcdfcdefddfe,BB
fffcfecdfdAffcfceefeddcAfefcfedcdfeefeddfcceefdeed,AA
cffcfAcfecfedffcdfdcdcdBcfedfdeffcfdfcefdcedffecec,AB
ddcffAdccedefefdedddBfccffeccfefddfcccffeffcdedfcf,AB
ecfcecefBfffdfdfdeedcfeeAdcfffccceffddfedeefcfdcce,BA
dcfdcdAeedeceefdcdceAccecfddfeeffefffeddcfeffdeecf,AA
edeccfBefffefcfeddcffcdAfedefcedcfeeefdddccfdfceff,BA
fecefdcecAffffedecedefcBeceedfdfdffdccfdccffcefdef,AB
effdfddfecAcfdfcdefefeBcdcddddffcdfddffeffefececcd,AB
fdffdcceeAccfdffdefcAeecffceefeeeefefeefefccfcdcce,AA
eefffcffBeffeeefcfdfBdfeffedffdccccffdfdcfcdecccfd,BB
efdcdfAcdfcdecccecdddBcecfffddeceedefedeeddfcdcedf,AB
edcfdAefeeffdfcddfcfffBdfdffdccfffdddcccdcddcdcffd,AB
dfdefcfdcdAfdceddfffdfdAdedfcddcffcedfcccdcedddfdc,AA
cccfcedfAeffccdceeffAefcfccefffedceefcddccecdddcdd,AA
cececcfffBfffdeedffeBcededdeedffccdcfedfcddeffefec,BB
cccddAeffededcdceddfeAddccedceeedfdefdeeecdfefdfce,AA
cecfefAdecfcceeedfefcdcdfBffeefcdeedfeddffdfcfccfc,AB
fcccffBfdeeecdcccdecfBcfceefecfffecdeedecefcffcedc,BB
dfddeefBfdcffcdecceeedcAfedefcccedfffedfffeffefcce,BA
fefecfcfAccdfdeedcefcAdcfdcdcdffceefeeefcfcfecfced,AA
eddfecBefccedceccccdcBcffcecdeffcedfeccdccdeffdcdd,BB
dcedeceffcBefedecffcfdfceAcddcedeffedcdffcdcfddece,BA
ceddcdcfddBffccedcccBefefccdeddfdecddccdfceceedfef,BB
fedeeccdeBffecffdcddAddceeecededddfedcedcddecfdeec,BA
ceeecfAcfecfcdefecdfeeceeAcfedffcecfecddffcdddccec,AA
fedcddcBddcefcecfdcfefdfAddccefdfceedeeeedcfdcfedd,BA
cffdfdcfAceeecffeecffBccdeedccdefdcfdcdfceefdefeee,AB
cffcfffeAcdefcecccfcdedAdcfccfdcdfdcfffecdeceddecc,AA
dceeecdBeeffeefedeccecdeeBcefddedddefcfccfdccefddf,BB
deddefeAdfccedcfeefedffffAeffdefccdddffefeffeedcdd,AA
ecefefcBdcecdeccfffcfAdfeeddedfcfecfcccdfdccccfedc,BA
eeedccAcffedececcdeeedccAdeedcdecefcccdcdcffdcfffc,AA
eeccdfAcfddddddedfccfeAeceddcccfedcfdeeffdddeddfcc,AA
fefdcfedfAfffeefcfeedAdeddfddeeddccddfedfedefeddcf,AA
ceffddeedfBcdcfcdecdcfdedBffceffdfcdfeddcecefdecdd,BB
cfdfdffcdAccccddeedfccAfccddfddddcdcfccdecccffccfc,AA
decfeefcBfffcfefdcceeAfceefedecdecefdfcffcddfcdecc,BA
cecfcBedcdcceefcdccdcAcedcefdfcefffcdcdecfcdcccfef,BA
ffccdcffecAeccecdcfdfffcBdfeccdefcfcedffdcdececeec,AB
efeefBdfcddefdeeddfffccdeAcecfcfedcdcceeffeeddcdec,BA
ecfedBedcfcdeffcdfefecBfdeeffddfeccfdceecceddcfefc,BB
fccdecdBfcdcddcdddcddBdeccfdcdfdfefdecdfeeecfeedee,BB
ffdecfBecfceecdfdffecedBededceedffdddddcecdeceecfc,BB
ddfdfdcccdAfccdddcffBdceeefdecdddcdeecdeddfddffdfc,AB
ceceeecAfceefdfdcfcfefcfBcfdeffecdeeeeeeefdfedddfe,AB
cdcdefdeedAfddeedcedefdffBdecdefccecffeeedecdcedce,AB
fffdcBdcdccddcfedfcecAdcdfeddcdcedddddeddcefefcdce,BA
fcccdcefAceffeddefdecdcAcffddfffdcfcdddedfdecdcfef,AA
cfecffedfeAedfccdffeedBeedeeecdcefedefcffcdefffdef,AB
eeeceBecdccdeefdfceffefdfAffcefdfddffecdddeefeecff,BA
dfccefdecfBdefdcdceefdAcceeecdcecdefedccdcdfefcfff,BA
cedeffdBfcecefcfddddccBdcedfececcecccccdecdfeeeeec,BB
eecfeccfBcfeedfcccdeedBeeefcecfccecfcecdeeeefcddef,BB
cddcdfdcccAccccedeecdfBdefcdcefcdfdcfdcddfcddcdfcc,AB
dcedfdfedAedeffdefefdBfeffcfcdfddeefdcdddecdcedccf,AB
deefcfcceeAeefddeccccAfefcfdcceeffeeccedeeeffeffcd,AA
dceefceBcecddcccedddAfcfffeedfeefccecdffffeeefdccc,BA
cefecBefccffccccfdddfAceddeeecccfdedcdfdedffefdecf,BA
fffdcddefdAdcccdcdddffAcddcfeeefedeefdeeecfffccfee,AA
edfdceffBfefcdcddddfdeBefeeedeeeffdeccfeecddfcffdf,BB
effdcdcffAfeefdfeddceeddeAedffccdefdfcdffdceeeddcf,AA
eeedcdffAdfdfddfccefeBcefdfdfefffcdffeffccdfeedccf,AB
fcedceecffBcecccfdefdfcAfcdefffdffcccccdccdeeeecce,BA
fdcfceffAefcecceefeedecdeBfcfcecddffddfccdfdfccfdd,AB
cdeecedddAccefcdeecdccBccddcdeddeffdcfdeceefddffcd,AB
feeddedAdecdddccfddcddecBddcddfeddeeffefdecdeeffde,AB
defccfefBddcffecfdeeccBffffdfdcecfcfdcfccdeecffeef,BB
ccdffBfcfcdddeeccceeeBcefcccdfeeeeceffceeeffcceeed,BB
defdfAcfcffdecfdccddcfdeAfcceceefdedecfcefdffdffdf,AA
fccfdfcedBdccfcceefddBdfcdddefefdefeeefeeddcffdfff,BB
edffefcdAffcecfccccefBcfdefeeccddeeddddcedededdfdf,AB
dffcfdefeBcefdefdcfcdBcdffcedfdefffdfdeccdcedccccc,BB
edfeeccfBcefcdccfdccdceffAedcfeeddcdcfeeecdecfdeff,BA
eceffeeAcdedfeddcedcdccAdeffdffceceddeeeefeecfcecc,AA
fedecdAceceddfeeddecBceeddedceffdddefeceffcefdcffc,AB
cffcdeceAccdecddfdfcfeBfcffdecffcfccccedceedcccefe,AB
efdeecAdcecfcfefdecfffceeAdfcfdfdffcdceecedfcdffee,AA
cfcfffAcdcdfcdfccdfcfcBcfedfcefeecefeefeffdcefdddf,AB
eedfcfeedcAddffccddeBfedccdfdcdeedfddefefdddeffdde,AB
cccddAecfdefcfdffcfdfddfAecccddceddffedcfeecefdccd,AA
edffcAdcfdffedfcccddddAfffdcdcddefedcddcfcdfdcedff,AA
cdeedfdcdeAcefcfdfdeBceccfdfedcdececdedcedeefceced,AB
fefedffdfcAdcccdfcfeeccBeefeedeccfeefccffecdcfdfce,AB
cffdeffdBcccffdfdcfeeBccedddfffedffccdefddddfccddd,BB
feedcBfdceefdcfcdccddcBfdcedccdedeedfdfcffecfcefce,BB
ccdcfceBefdfecedccfcdeeAddccdeeccdfdddffcecedfdccd,BA
dcffedefdAdeeeecfcfdAdccdcceffecffdedeeedeeddeedff,AA
ecdceccdAddeddffecddfeAfcdfdccdcdffdffdddcdccedddc,AA
fcfcdBfcecffccfcfccccAdeffdedcdefcddedcdffefeeefff,BA
eddcddffcfAefecedecdedffeAdedfdeecedecdcdccdeedddd,AA
cccfffcfcdBccefcfcdefffdBcefffeceeefccedcfceddfdcf,BB
ededfefcfAfecfedffccdcdffBeedceddddcdfdddecdcdcfdc,AB
eeeffddAdeeeffefdeedAcccdcefffcdcccdcdddcfcdfccedd,AA
ffecfeefcfAccfeefedeeceBfcccecdcdfeedfffffddffecfd,AB
cddfecffecAcdcddedfddBfeddedefdeddcedfdedddfeddcec,AB
fcefcfcBfefedcddfeffeAedceeddccdcddfdfcdcdcfefdccc,BA
fcdccfeefBfffffccfecccBecffefccecefddcddfedfececcd,BB
fedcdfefdAdfdfefdcdeBcddccdcdedcecccccdccfdfcdfcdf,AB
eccdfcfeAcfdecfecedfddfAffceecfcfdfcdfccdcfdfceedf,AA
fffdcecAcedccfecffdececAcddfdccccdfdceeeeefedcdfcf,AA
cfdedfecddBcddfffffeddcddBdccdefdcfcdceeddceeddfcc,BB
defcdffBcffffdcdcccdcdeAcccefdccdffdcfdceeecefceec,BA
dcdddddAfddeedfedffdddfeBccffeeeffcfdefcfecdccfccc,AB
eeceeddefeAcedecfeceAceffecdcdffcecfcffeccfdcefcee,AA
fffcfedAedfceceededccdAffceffceddfcefeefffdedefccd,AA
ffffdfecBccddecefeffddeAcefeefeddedeededcfdedededd,BA
fddeceddfcAccdddcfeefdfeAcefeeddcefffedfcceefedeec,AA
deffdBcecdffeccedeedfAccdecdfdcdcfedfdccecdedcddcf,BA
edcccBccfcfdfeefeffffdccBddeedeeffdcccecfecfeeeccf,BB
dfedfAeefecdfeedddcfcfcdAcefcccfeeffceffeddcffdeff,AA
deddcBeddeceeedededfffdefBcecfeedefeceefccefdffdef,BB
eddcfedcBdeefccfddedeBeefcfeedcececffeefccecdcdfde,BB
fffecdfAcceeeedcdfeefBefcedceceeefdfcddcdddedcdfce,AB
ededffecAdceccfddddfdecAfcfceedcdcefdfecdcfeffdfdd,AA
fedceBcefcecdddfcdcddBecedcedecddcefeffcedceceedfc,BB
effefecdeBedeefdefffdcAddecedffcdccddccdddfedfcfff,BA
cdddccedeBccfffdfceddfAfffddedecccddeceddecfdffeef,BA
cfefffeBdeeddffddcfcdAffdffdfcccffcfefdffffecdfdcf,BA
edefeAdffcdeeecceddecfdcBfdcededeccdfefcfccececfed,AB
ccfcdddcBdfeedccfedecBdeeeefddcdcdefcfeccffcfeedfd,BB
cdddfeBceddfdccddfcdedffeAcedeeceefeeeffdedffdfefe,BA
eeecdfceAfdedeffceeddcAdefffefddfeeddeeddfeccfedfc,AA
ccdfeeefcdBdcfecfefddeddAceddccfeeedcccfddffcffcfe,BA
edfdcBfeceecfceecdfffeefBfdecfddfdfcccdcddedfddcce,BB
cffeffAffcefdcdecdefceAedccefccffccececddddfeeceee,AA
ccfccccecBefcccecdcedfBfdfceeeedffccfffddfcccdfeff,BB
cddffefdfeBdcdcfddcccBcfdecdefcecdfecffefffcdddece,BB
deddceAdfdcfffceffedceffAeeddfeedfeececfeccedfcdcc,AA
ccddcfdecBdcfeedcddfefAccfffedfcfdfecdccdddccdecee,BA
dcddeceBecccccddededdecBffefcdcdddcceeccffedcedfdd,BB
cfcefceeAcfdeedcdfdfcccBdceccfdcccecdfedcddefecdce,AB
edceddcdeAccfefeecffeddfeAeeefccdfdfeeeddfccdefede,AA
ecdfcdAfffefedfefefcBcecdeefeefefceddfdecfefceedff,AB
eedfecdfceAdccedeededBffcefdddeddfdfdfcddeddffcedf,AB
eefddededfAefeeeefceAeedcdedfeedffdfefdedcfeeeeffd,AA
fddffAfdfdedeccfdecfceceAdecfccfdccfedfdffffddddef,AA
dfecccccdcAefcdfecefcddecAffdcecefdfcccccefdfefdfe,AA
ddeecfdcfBcdccfdffdcdfcdeBfddddcccdfedfddfecddddfe,BB
dfdfceeAddcfceccddceeeAdcfefefeccdfcccddecedcefccc,AA
eecefeccAdfefdcefedcccAccefdcfdedcfdeffcedfdfdfccd,AA
edfdddfccdAdcdfdcfeeffceeBdefecfcfecffecfddceecdce,AB
deddccBdffdecceecddfBcccfeecfdcfecccdddececdcfdeed,BB
dcddfcfcBecefffefddecfcBfddedcfddffeececcffeefffed,BB
ccffecfddcBefccfefdddefeAdfcceffffdeccfffdcffdeeff,BA
cecdeAdfcdeeeeecfeeeddffcAcecfdefeccefdedefeeddddc,AA
ecefddAdeccdfeefffcdcedffBcfdefdffeedeceffececccec,AB
fecfefeceBdfdfedddecffcAfddffededefeeffeeeeeeddcef,BA
cfffcfeeAecdcdecffefeecAedefeccfceddccfffeddefdfdf,AA
cffcddcfBfddcfeeffeeefAedfeddedfefcccdfecdefdddfec,BA
ccefcdeccdAdeddddededBfdefefefededddcffdddeccfddee,AB
feefcBccdeccfedfcedceceAecddcfffefcedccfcdeeddefdc,BA
ededfceAdddeeccfcefceddBedfedeeddedcdfeffeccdddccd,AB
eccefeeccAcfffcecceccedfdAeccfdfedfecccdfedfccecef,AA
eefffeeAfeeccdfcffccceAedddefceedfeefdedeecdcfeedd,AA
dffcfeceBceeeddfdeceedAdcdededefdeddffdfdccceceffc,BA
ffcefefeBeddfedeefcfdecfcAdeefcfdfcffecdcccffdffde,BA
eefdeedAffddddfdcccefcffBcfdefedcfefccdcfeedeedfdc,AB
fcddcccdBddffdffdedfefcdAcffcdcffcfdfeecdccfcecfcf,BA
edcefeeBddffddcefdfdfefffAdddedeffcefeceececfdeedd,BA
edeeeAdcedcdfddeddcdfAedffcccedefffeeedfcfecfcedfd,AA
eeefdcfecAdcffceefefcceAceceedeedffdfcdfdcfedeffee,AA
eecefddcBfececcdfeecedccAceddddecfcdedffeeefffdcfd,BA
dfffceecceAeefeeeceeefdeAffeeecffffeeffcfdfdeeeffc,AA
fdcefdfeAddcffecffddeddAfcdfcdccddecddfffceedcdcfc,AA
eecdccdAdfcfffffdfffAddecfdcdccccecfeecfdefcefdfed,AA
ddceeefeBfdfcdeccccdfffBffedcfddedffeeffddcefdedcd,BB
fcceeBefdceeeedfdedefcceBcefdfccfcdffffccececedfdc,BB
defecBffcffcccddedfdfefBecefccffdcfcfeddccfdfceedd,BB
ecfedcdefeAdffedeecfcAfccddcccdecffefcfcffeefefdfe,AA
cedcccecdAffeceecefeBfdcccddfddffedfdfefcffffececc,AB
edcedBfeeeddcfccdcedeAeddffeffcceceecffeeccffcfefc,BA
ffeffceddBfeefccccfccAfceecccfdefecdcdfcdfcfdfdfff,BA
fcefccBffdfedededddeccdfAfdceccecffecccdcfcffcfccc,BA
ccccdBdddedfdeeddfeffcdedAefcccfcecffdeeddcffcecfe,BA
ceffcdeBcfccfcfcdfcdBecdfffcedcffcefeecceccdfddcee,BB
eeffdBdcecccdefeedcffdAeffeeecceecceeefdfdcdceedff,BA
cecddAfeffdcecfeddfeeedBedddeeffcfdcddecfeedcdddce,AB
ccfdeAccceccffdddcfecfcAeffcedcddeefdedcdffcdfcfcc,AA
effecfeBfddfcdccdceecdefBdfeedfddceddeecdeddfceefd,BB
fdfedfcefeAececeedddAeffcecceddffeecccfeceeefefdcd,AA
dddefccdeBdfcffdceceBcdeedcccfcfdedefedcdfedcdcecd,BB
ffccfBfcdccddfefcfecfcfBeeefeeefdedcedceefefdcefee,BB
fcfcceefeBfefdfddfcefeAfefdccededdfeedddfeccdcfefd,BA
decfdcAdcdfcfecdfdeecBfdffedcececffddcccefdfddfcec,AB
ceefdfBedcfcecfccedfeefdBfffeececdfcffeedcdfcfecec,BB
eefddddfAeddfcdefffecdddBdeeefdecdfcefdeedecccefce,AB
dccffecBdfdfcdcdfcdeAdcefeeddffeefdfecdceedcededee,BA
deeccfcBfdfccdccfffccdAcccddedefeceeeecedfddcccecd,BA
fcdccfdBdefedefffefcfdcfBdecefdfccdcdfdfffdddffefe,BB
cffecdcddAfcfcddcfdcAdecefefcedcffdeddeefeddeccddd,AA
dceeeffBeeecdffcffeecAfefefdccfcfccfdeedefecdecced,BA
cccceefeBceccecfefcddcfeAcdfdffcccfffefeceffffefcd,BA
deddddceAdcdcdecdecffedAfffcddcdfdcddccdddcefccccd,AA
dffcccefcAfeefedeffeeedBdcdddccdddddfefdededdecfee,AB
eccccfecfdBefdfdfcecdfAcefddfcfefeeeceeeefcddeeeef,BA
ecccdcfdBdfdddfdcfeddcefAdfcfddecedfdcfefecdfedcec,BA
ecdfeccAcfcfecffddceddcAdcecedfddcfeefeecdfeccfecd,AA
eefeccAfcddeffdeccfcddfedBccddfdecfddcddfffddeefee,AB
fceedBfceddffcceeffdAfddfdefecccdfffcdefdcdcffcced,BA
dcfdfBccceceedfdfccecBfccdeeeceffffdfdeeecddddcdcf,BB
ececcAcceccccfdedcfddBecffdfffcdeddefceeefcfeeedfe,AB
ffecdfdBffcfffdccfddddffAdcdedeedfdecccecdcefcfeef,BA
ddfeeBdfeeddedeeccdcefeeAfcdcddededccfeeccdefffdee,BA
fdfddeeeBdfdfdccddcffBfeffceedffddddcceccfeeefcdde,BB
deffcceBdffefedddcfeedcdfBfcefdccecfcfefcedfdccdec,BB
efdffcfcfAefdecdcefcffBdfeddeeeffcceefedefceedcdcc,AB
decceefdBededfedceccceBcedfceccceceddddcfecedddffc,BB
fcfdcfefAdeccedefcfefcAfdedccdfffccfdeeddecfcedcec,AA
fddcdeAddfceccedeecdBcecddffeeddcfcddcdecffdcdddce,AB
ccdeeAcdfffeeffdcddccccdAdddfcedcdefdefcffdefffdef,AA
ddecededfBefedcfdeffAdfccefcdfdcfefeedfdcfddfecccc,BA
edcccfcBcdefdefdcdfefAcdccfeeeeddffccfffeedcfcdfef,BA
cceeffcecdAfcfffdceeeBfcfeffffdeffdccfeddecdfdddcf,AB
dfffdfAcdfeeeeedededeeccdAdffdfddfffceffdccfcccfcd,AA
eecfcBdcfdccdededffcdAeeeedeedddffffcdfedecfcfccfe,BA
fefeecAeeecdcccfeccfcccBcdfedcdfedeeefdddedcdddcef,AB
cfeccAeccddefdfcfdcfdfdAdcefeefddffdefdcdeeddccdfe,AA
ccedfcedeBfecdcecdddAcceecfdfcfedfeeedeecfddeeeeee,BA
fdeefcAccfddeeffedddcBccecffcdddeffeceddefedfddddf,AB
eddfecdfcdAdcfcddeefdBfccefdeefccddfddeecccccdcdee,AB
defedcfeAdcffddcfeffedeeeAdffeffddffcdfdfeddfccfcd,AA
fefeccAcddefdccedcecAfddcedcdcefedecfdcefdfcddfcff,AA
cdfcdfdfdBecfccdfecdfBcfddfecdceecfdcfecdcedcffecd,BB
ceecddfAfcecedfffeddAfcfedfeceddcdefefcdecefeedfdc,AA
dcfecdfdfcBecdfededffedfBcefedfcdfedeecfcfeffdddef,BB
dedefefeccBdcccceedfcdBfeddffdeeeeedfddfddddecefec,BB
ccccdBedefddeedcddfdeeBcdffdcedcdeecddcfdddefdcfdd,BB
edcfdAdedfdcecfcccededdBcddcfcfcdffffdfdfcffddcccc,AB
ddedcfffdBefececfeddeddceAcddffecedfddccddcceefdce,BA
ffedfffeeBccdcfdfeefdfcffAeefddfcccdcceeddcdedccfe,BA
fcddfcfAdecececcecfcAcfeffecddfedccceddefdecefcded,AA
fccdccfcAdffefdefdeddeeAcfeddfcececefeccdeececddcc,AA
ffdefcAdeffffffdfeffdefceAcdedcecdffdfccfcddddecdc,AA
eddfcedBeecfeecffddcfBdddcedecfeeefceefeeceddfffdf,BB
cfdefcdAedddccfedfcfdfBfedeecddfdccdcfeeddffcddfcf,AB
cfefdcdAfffffddececcdccdAfffcefdccdcfdcffdefddfedf,AA
fcfcfdAffffefcddecdeeddBccdfffdedeefdefddffdfdefef,AB
effdedeffBddddedccfcffAfedcccceffcfcffdcffccffefec,BA
effefdeeAddecfedcddfeedBeeceffefccdecefedeeddeecce,AB
effccceeBcdeecccceddefAeeecffdceeeddefcffdffedefee,BA
efedcddeefAccecfdecfeecfBceececeeccfdceffceedefedc,AB
edcffdeAcfffedeffddccecBecedededeccfcffffdffecffee,AB
ddcddefedfAeecccfdcdfAdeccdefeccfddfcfddecfcfeeedf,AA
feeccffeBeedcecccfeedeceAffccecddeeecdefffdeeddcce,BA
ceefeecfceAecccfeefcdfedAdfdedcfcccfccfcedeefddcdc,AA
dceddBfceecdeddcedcceBcccfccddcedddeeffcefffdcccef,BB
edecedcdccBeecfceececffdcBeefefcdfeccffefedefededd,BB
dcdeeefBcfdedcffdececfddBffdefccfdfffeccddeffcdded,BB
ceecefBedecefccfedefcfAdecfcddcffecfedddcceefeccdd,BA
dfddedAdcceececcedcdedefdBfddcfffdcedecccdceefdfcf,AB
effccfdeAdccdffdeefdceecAedddecddeeedffccfdceeffdc,AA
ceeeefeefBfefdfffcfcfccfAcccecffdcdceccfdeedcfddfe,BA
fcddfdecAfececdcdedfAcefccceddefededddefffefcfdddd,AA
cfdfcfcBfcfdcedcdecffecAffeedefecdcdcfddfddddfeced,BA
deccffffceBdcfdcecfeBfdffedfdfcecedcecefcfcfedffee,BB
fecfeceddfAffeeffdfdcdBddedcfcfffcfeefdcddfffeefce,AB
eeeedcdAdefeecfcfccedcAfefffceeedcfddddcccdfcdfcff,AA
dcdffefBfeecedcfeeedeAfddfececfdeccdcfedccfefddfff,BA
dcffccddcdAecfdcddfffedAefdfceeffecdeeedecfdffcdfe,AA
ffeefccffeAffeccefdfdcfecAdecddedefeeefcccffefdcef,AA
eecdcBecddddddccfceccdceBdcfcfcdceffeccddcfecddcec,BB
feffeecBfddccdccddefcdAecfcedcfcccfcdefccfccdfddde,BA
fdffdeAdcedfcfffcecffceffBffcfedfccdcccdcdccfedccc,AB
eeeeceefAcfeedceeccfcfeeAfdcfcceeeffecfeecefdfcedf,AA
cecdcfdcdBffcfddccdcAcdcccdccdedccdeddfdfcddfeddfe,BA
ddecceeecBfdfdecfffeddcAfecceecefdddcdccfffdcdceff,BA
eeeedcdeBcdddeceddefdcBfceeefcfcfedcdccfcdcdfedcfd,BB
cfecedfdeeBfffefcceddAdcffeceddceeefedecefdfffcffd,BA
cffdfffdcAcffdeccedeecBcfdeddfdeeedfccddcfdccfecdc,AB
fdcecccccAfccfdccfdfefdAdcedfdffedfdccccfefeecdeee,AA
eeccdecdAcfecdcdfffcfcccfBddecceffeeeceedeeeccfedc,AB
fdcfecedAdedeefdcffcfBffefcceeeedccecddceddddedeec,AB
fcecfeeedAccfdededdedBcdddfdfddedceeccfefefddecedc,AB
cfddccceeAceefededcfeecBcdcddcccefecdddffdddceddcf,AB
ceceddddfBdeedfcfedecffdBcfddcffffcefcfedcdecccfef,BB
fcfceefBdeefffdedcdffBfdecefecffcddcefcdfecedecdcf,BB
ffdcceAeeddeffcfccecdBcecdefddffedddcffcfeffcfcdfe,AB
fcdfffcefAceeefdceeefdBdfdcedcfdfeedccdcfefdddeced,AB
deefcfdBfdcecfdcedcceAccefedcffefccfceccfddfcfecfd,BA
ecdcfAdeecccdcfedfcddBdcdddcdceddcccdcedfefedfeeff,AB
efddeeeBccfdeccccfffccddBccffccdceeedfcedcccfcccff,BB
fcecdffdAcecfffdccefAdccefefccecedecccedcfdeddfecc,AA
eccccefcfdBdffdddceefBdcefffefcdcceeeddeddcdedccfd,BB
ffcefcdefBcfffffdecffAecceeeedecfdcfcddfefcfffffff,BA
efdeeeBfdddfcedfdfffeedceBdcccfddfeeefdeededeffdfc,BB
cceefccBdcffdcfceedfBefecdfcffcfeffffdcdefefefcdcf,BB
eeeccdBefecdcfccececccdddAfdfedfeddefefdcdfccfcfed,BA
dccffdfAefffffececdfccdeBdfccefcdcddcdedfeccceddec,AB
fdceedeBffcedffedecddfddAfecfddfcccecfccffccceedef,BA
